Recorded values are:
Time,Sensor2,Sensor3
0,1883,0
500,1882,1
1000,1882,2
1500,1881,3
2000,1881,4
2500,1881,5
3000,1880,6
3500,1881,7
4000,1882,8
4500,1883,9
5000,1878,10
5500,1877,11
