Recorded values are:
Time,Sensor2,Sensor3
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,24,0
0,427,0
0,128,0
0,289,0
0,43,0
0,370,0
0,362,0
0,998,0
0,1021,0
0,974,0
0,974,0
0,965,0
0,998,0
0,1055,0
0,1014,0
0,931,0
0,780,0
0,1077,0
0,1020,0
0,1029,0
0,24,0
0,207,0
0,24,0
0,151,0
0,289,0
0,322,0
0,361,0
0,80,0
0,201,0
0,266,0
0,474,0
0,538,0
0,562,0
0,579,0
0,619,0
0,683,0
0,771,0
0,932,0
0,837,0
0,853,0
0,853,0
0,837,0
0,820,0
0,837,0
0,870,0
0,885,0
0,885,0
0,885,0
0,885,0
0,885,0
0,877,0
0,1037,0
0,1046,0
0,1046,0
0,1013,0
0,956,0
0,963,0
0,947,0
0,1084,0
0,987,0
0,28,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,313,0
0,249,0
0,337,0
0,386,0
0,346,0
0,370,0
0,40,0
0,6,0
0,6,0
0,55,0
0,40,0
0,43,0
0,362,0
0,778,0
0,788,0
0,6,0
0,6,0
0,6,0
0,6,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,24,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,24,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,24,0
0,24,0
0,24,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
0,40,0
