Recorded values are:
Sensor1	Sensor2	Sensor3	
38250	0	0
41	249	250
41	249	250
42	249	250
42	249	250
43	249	250
43	249	250
44	249	250
44	250	250
44	371	348
44	893	891
1	732	748
1	641	651
2	550	561
2	497	484
3	398	406
3	363	366
4	326	330
4	284	291
5	272	275
5	269	270
6	258	260
6	266	262
7	452	378
7	397	373
8	746	770
8	861	863
9	803	806
9	728	750
10	638	649
10	549	560
11	464	475
